id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
36672955,我看见的世界,"《我看见的世界》既是李飞飞的个人史，也是一部波澜壮阔、跌宕起伏的人工智能发展史。
在这本书里，李飞飞回忆了自己从底层移民成长到顶尖科学家的经历。她度过了困顿艰辛的青少年时代，但对科学的热爱不断激励着她持续追寻人生的“北极星”，并最终走进科学的殿堂。
当李飞飞和家人努力适应在美国的生活时，恰逢现代人工智能开始不断取得突破。她不断开启新的科学征程，并确立了自己在计算机视觉领域的科学使命，取得了非凡的成就。在这本书里，她详细记录了这些重大时刻的关键细节。同时，李飞飞也对未来人工智能的发展方向提出了自己的判断和警醒，核心就是“以人为本”，让人工智能真正推动人类的发展，而不是成为威胁。
这本书既是对重大科学突破幕后的精彩窥探，也是一位女性用好奇心和勇气突破人生困境的故事。它不仅证明了即使是最技术性的学术研究也需要激情，更加表明永不停歇的好奇心可以激发无尽的科技创新。",https://dou.img.lithub.cc/book/36672955.jpg,2024-4,https://book.douban.com/subject/36672955/,9.2,,4,真的很棒，再一次说明伟大的成功，大都来自坚持不懈的奔办法。,,2024-08-15 22:59:11,[美] 李飞飞 / 2024 / 中信出版社
36798526,Brave New Words,"“A timely masterclass for anyone interested in the future of learning in the AI era.”
—Bill Gates
“This book is required reading for everyone who cares about education.”
—Adam Grant, #1 New York Times bestselling author of Hidden Potential and Think Again, and host of the podcast Re:Thinking
“Read this book. It’s the most fascinating and important account of how AI will transform the way we learn.”
—Walter Isaacson, #1 New York Times bestselling author
From the founder of Khan Academy, the first book on the AI revolution in education, its implications for parenting, and how we can best harness its power for good.
Whether we like it or not, the AI revolution is coming to education. In Brave New Words, Salman Khan, the visionary behind Khan Academy, explores how artificial intelligence and GPT technology will transform learning, and offers a road map for teachers, parents, and students to navigate this exciting (and sometimes intimidating) new world.
A pioneer in the field of education technology, Khan examines the ins and outs of these cutting-edge tools and how they will revolutionize the way we learn and teach. For parents concerned about their children’s success, Khan illustrates how AI can personalize learning by adapting to each student’s individual pace and style, identifying strengths and areas for improvement, and offering tailored support and feedback to complement traditional classroom instruction. Khan emphasizes that embracing AI in education is not about replacing human interaction but enhancing it with customized and accessible learning tools that encourage creative problem-solving skills and prepare students for an increasingly digital world.
But Brave New Words is not just about technology—it’s about what this technology means for our society, and the practical implications for administrators, guidance counselors, and hiring managers who can harness the power of AI in education and the workplace. Khan also delves into the ethical and social implications of AI and GPT, offering thoughtful insights into how we can use these tools to build a more accessible education system for students around the world.",https://dou.img.lithub.cc/book/36798526.jpg,2024-5-14,https://book.douban.com/subject/36798526/,0,,2,前 1/3 表达震撼，后 2/3 基本上是广告。,,2024-08-07 14:33:02,Salman Khan / 2024 / Viking
1375811,Mummies in the Morning,"Jack and Annie are ready for their next fantasy adventure in the bestselling middle-grade series—the Magic Tree House!
 
 Jack and Annie don't need another mummy.

But that's what they get when the Magic Tree House whisks them back to ancient Egypt. There they meet a long-dead queen who needs their help. Will Jack and Annie be able to solve the puzzle, or will they end up as mummies themselves?
 
 Visit the Magic Tree House website!
 MagicTreeHouse.com",https://dou.img.lithub.cc/book/1375811.jpg,1993-8,https://book.douban.com/subject/1375811/,7.5,,4,故事结尾还有 Callback，有意思。,,2024-06-24 16:08:13,Mary Pope Osborne / 1993 / Random House Books for Young Readers
3841129,The Knight at Dawn Magic Tree House #2 Paperback,Book Description  Illus. in black-and-white. Jack and Annie travel back in time to medieval England for an adventure inside a storybook castle， from feasting hall to dreadful dungeon.  --This text refers to the Library Binding edition.       Card catalog description  Eight-year-old Jack and his younger sister Annie use the magic treehouse to travel back to the Middle Ages， where they explore a castle and are helped by a mysterious knight.  --This text refers to the Paperback edition. See all Editorial Reviews,https://dou.img.lithub.cc/book/3841129.jpg,1993-1,https://book.douban.com/subject/3841129/,7.8,,4,有点儿小意思，确实是好故事。,,2024-06-13 09:49:37,Mary Pope Osborne / 1993
27111096,爱你就像爱生命,"★王小波唯一一本爱情专著。
★征集网友十个最想问的关于爱情与人生的问题，李银河给出睿智答复！
★王小波全部作品的独家授权，最全面、最值得收藏的版本！
★李银河老师，亲自校勘全稿，并作序追忆对王小波的思念之情。
★王蒙、王朔、李敬泽、余杰峰、麦家、冯唐、柴静，诸多文坛名家倾情推荐，致敬王小波。
★作家余杰说：”溯时间之流而上下，如果我遇见王小波，我会告诉他：你写得好的东西不是小说，而是你写给妻子的那些信”
《爱你就像爱生命》收录了王小波生前从未发表过的与李银河的“两地书”，以及婚后他们夫妇与其他朋友的书信往来，再现了他们的爱、思想与生活，是一部感动国人二十年的爱情绝唱。其中不仅有热切、坦诚的情感表白，还有彼此对于书籍、诗歌乃至社会的看法，闪耀着理想与爱情的火花，令人动容。",https://dou.img.lithub.cc/book/27111096.jpg,2017-9,https://book.douban.com/subject/27111096/,8.6,,3,可能只有在那个对的年纪在读这些，才会觉得浪漫，这也是时间的真贵所在，以及文字的价值所在吧。,,2024-06-06 14:25:18,王小波 / 2017 / 北京十月文艺出版社
2710965,Dinosaurs Before Dark,"Jack and Annie are ready for their first fantasy adventure in the bestselling middle-grade series—the Magic Tree House!

Where did the tree house come from?

Before Jack and Annie can find out, the mysterious tree house whisks them to the prehistoric past. Now they have to figure out how to get home. Can they do it before dark . . . or will they become a dinosaur's dinner?

Visit the Magic Tree House website!
MagicTreeHouse.com",https://dou.img.lithub.cc/book/2710965.jpg,1992-8-25,https://book.douban.com/subject/2710965/,8.2,,5,看我多久能填完这个坑。,,2024-05-28 13:07:35,Mary Pope Osborne / 1992 / Random House Books for Young Readers
27013708,一只特立独行的猪,"王小波杂文精选集，逝世二十周年精装纪念版！
幽默中充满智性，扛起一面自由、独立、理性的精神旗帜！——“我觉得黑色幽默是我的气质，是天生的。”
“我已经四十岁了，除了这只猪，还没见过谁敢于如此无视对生活的设置。相反，我倒见过很多想要设置别人生活的人，还有对被设置的生活安之若素的人。因为这个缘故，我一直怀念这只特立独行的猪。”
王小波说过，你在家里，在单位，在认识的人面前，你被当作一个人看，你被尊重，但在一个没人认识你的地方，你可能会被当成东西对待。我想在任何地方都被当成人，不是东西，这就是尊严。——柴静
【内容简介】
本书为王小波的杂文代表作，王小波终其一生思考着并快乐着，他以独有的调侃的笔调完成了对自由与理性的反思与书写。书中对女权主义、科学与迷信、同性恋、小说创作、知识分子等话题进行剖解，展现了一座智性的迷宫，让读者从他那里学会如何独立而自由地思考，真切地体会到作为一个独立个体，应有的尊严与自由。这种观点在上世界九十年代点爆了一代人的青春，放在当下，依然具有鲜活的感染力。
【编辑推荐】
★王小波自由、理性的代表作——一杆“敢于无视生活设置”的精神旗帜。
★自由理性、特立独行、黑色幽默，二十年来王小波的文字像一面猎猎旌旗感召着一代代年轻人，王小波是书店里永不消失的风景！
★王小波全部作品的独家授权！
★李银河老师，亲自校勘全稿，并作序追忆对王小波的思念之情。
★王蒙、王朔、李敬泽、章诒和、徐则臣、徐浩峰、麦家、冯唐、柴静，诸多文坛名家倾情推荐，致敬王小波。",https://dou.img.lithub.cc/book/27013708.jpg,2017-4,https://book.douban.com/subject/27013708/,8.7,,4,读到杂文就知道，今年的阅读计划快结束了。,,2024-05-26 16:11:59,王小波 / 2017 / 北京十月文艺出版社
36593622,世上为什么要有图书馆,"我是陕西科技大学的一名文学老师，有时会想：除了教书，我能不能走出校园，为社会做点什么？一次机会，我到西安市碑林区文化和旅游体育局挂职，任副局长。碑林区是西安市的中心城区，却没有一家图书馆，让我错愕。更让我错愕的是，我即将接手的这个“西安市碑林区图书馆建设项目” 要建在地 下！墙皮破损，电线裸露，没个好模样，人手就我和馆长小宁两个人。
小宁说买书的事情全听我的。书商纷纷发来书目，但我发现得自己动手编一个更适合本区读者的书目出来。我们的馆小，书少，这恰恰困难——稍微买偏了，就会大量被闲置。
碑林区是市中心商业繁华区，周末常有家长带小孩子来附近逛街，应该加大文学书和少儿书的占比。附近有全国最大的石碑博物馆，展出的不是绘画或者器皿珠宝，而是“字”。这个地方离我们图书馆步行只有几分钟，应该设立一个碑帖专区，大量地买，做成特色。要设立一个单独的外文童书区，在碑林区工作的外国人不少，如果他们的孩子在这里看见母语故事，一定很激动吧。还应该有一个漫画专区，把这个区域做好了，这几个书架也可能会成为漫粉聚集地， 也许周末会被读者挤满吧……
我求助各方朋友，要选出1万种图书来。不曾想，一个小小的书目触动了各方利益，一场“书目保卫战”就此拉开帷幕……
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
【编辑推荐】
★这是一个真实的事件。陕西科技大学副教授杨素秋到西安碑林区挂职一年，主持西安碑林区图书馆的建设。图书馆的灵魂是书目，在确定图书馆书目的过程中，她遇到了各种潜规则和来自各方的阻力，关关难过关关过，最终，理想与现实得到了最大的平衡。
★本次事件获得央视新闻周刊、腾讯谷雨工作室、爱奇艺的关注和报道，杨素秋被誉为“公共选书人”",https://dou.img.lithub.cc/book/36593622.jpg,2024-1-1,https://book.douban.com/subject/36593622/,9,,3,除了这本书应该被关注的部分，还让我想到它有点儿上《我书架上的神明》的另一种解读。前 1/3 好看，仅此而已了。,,2024-05-21 17:35:22,杨素秋 / 2024 / 上海译文出版社
34978919,拒看新聞的生活藝術,"「如果你不看新聞，你會與世界脫節；但如果你看新聞，你會與事實脫節。」
－－丹佐．華盛頓（Denzel Washington）
2013年4月12日，杜伯里應英國《衛報》編輯部的邀請，前往介紹當時剛出版的《思考的藝術》英譯版。現場聚集了大約有50名記者，他們手裡端著早上的咖啡，竊竊私語著等候總編輯洛斯布里傑或許終於會解釋一下，這個在英國全然沒沒無聞的傢伙是誰。就在此時，洛斯布里傑站起身、面無表情地說：「我剛剛上了您的網站，發現一篇狂妄無恥的文章。您說說這篇文章吧，不要談那本新書了。」
洛斯布里傑在杜伯里網站上發現的文章，列出了他對反對消費「某種東西」的最重要論點，而那偏偏是眼前這些專業人士日復一日在生產的：新聞。
措手不及的杜伯里吞下原本為了要介紹《思考的藝術》而練得滾瓜爛熟、希望聽起來令人信服且擬得很漂亮的句子，開始闡述自己為何鼓吹人們少看新聞的種種觀點。四小時後，杜伯里網站文章的精簡版〈新聞對你有害〉（News is bad for you.）一文被刊登在《衛報》網站上，在最短的時間內累積了450則讀者留言（網站的留言上限），並成了當年年度點閱率最高的新聞文章之一。
《拒看新聞的生活藝術：不看新聞卻又能夠掌控資訊流》一書便奠基在該篇文章之上，並更深入、廣泛地含括了更多論點與內容，像是：
新聞不會讓你獲知重要的事，就生意角度來看，重要性不等於「具報導價值」。
新聞不能精進你的能力，因為報導內容多半與你的個人世界或能力圈無關。
新聞無法讓你明辨是非，透過大數據的精準投放，假新聞、業配文的穿透力更為強大。
新聞會讓我們看錯重點、錯估風險，畢竟省事卻聳動的報導方式比較容易引人注目。
杜伯里指出，人類只是穿著西裝筆挺的洞穴人，我們的大腦是為了原始的狩獵採集生活而設計的，能負荷的食物和資訊都很有限。而現在我們的大腦（以及身體）卻活在一個和我們原本的構造設計目的正好相反的世界裡。那會導致巨大的風險以及既不聰明而又危險的行為。
過去幾十年來，我們認識到營養過剩的種種危害（肥胖症、糖尿病），開始改變我們的飲食習慣。但是大部分人還是不知道：新聞之於心智，猶如糖之於身體。新聞很容易消化，媒體不斷餵給我們無關痛癢的小事和八卦新聞，和我們的生活一點關係也沒有，也不要求我們思考。那就是為什麼我們總覺得不飽足。不同於書本或有深度的期刊雜誌（需要我們去思考的那種），我們可以吞下無數的新聞片段，就像是心智的彩色糖果。
現在，我們也要面對資訊超載，正如二十年前的攝食過量。我們開始認識到新聞的毒害有多麼可怕，我們也正在學習如何少看一點新聞。那會使外界的干擾少一點、時間多一點、焦慮少一點、思考深刻一點、洞見多一點。
暢銷書《思考的藝術》、《行為的藝術》作者杜伯里多年來生活在完全沒有新聞的世界裡，我們何不向他看齊，使我們的思考更加清晰、洞見更有價值，做出更聰明的決策，也把更多的時間保留給最重要的事。",https://dou.img.lithub.cc/book/34978919.jpg,2020-3-7,https://book.douban.com/subject/34978919/,7.8,,4,极度轰炸，极度舒适。,,2024-04-22 20:31:37,魯爾夫．杜伯里 艾爾．波丘 (插畫) / 2020 / 商周出版公司
27013741,黄金时代,"【内容简介】
写出《黄金时代》之前，我从未觉得自己写得好。——王小波
本书收入王小波颇负盛名的三篇小说《黄金时代》《三十而立》《似水流年》，其中《黄金时代》获第13届《联合报》文学奖中篇小说大奖 ！故事以上世纪七八十年代为背景，正面书写对“性爱”“自由”的追求，反思人的生存现状，并彰显了人性中的自由与本真。王小波说：“写《黄金时代》用了我很多时间和才华，写得很精致，倾注了我对小说的许多想法。”
【编辑推荐】
王小波代表作！获第13届台湾联合报文学奖中篇小说大奖，入选《亚洲周刊》“二十世纪中文小说一百强”。特别收入珍贵手稿！
【获奖情况】
第13届《联合报》文学奖中篇小说大奖",https://dou.img.lithub.cc/book/27013741.jpg,2017-4,https://book.douban.com/subject/27013741/,8.7,,4,还是那么熟悉的味道。,,2024-04-22 09:11:03,王小波 / 2017 / 北京十月文艺出版社
